Frequency (GHz),Theta (°),Phi (°),Gain phi,Gain theta
0.16767,30.0000008,0,4.31176692e-11,0.359268606
0.16767,30.0000008,15.0000004,2.60012411e-11,0.359269142
0.16767,30.0000008,30.0000008,8.95046797e-12,0.359270155
0.16767,30.0000008,45.0000013,1.29893275e-13,0.359270632
0.16767,30.0000008,60.0000017,5.48317685e-12,0.359270155
0.16767,30.0000008,74.9999987,2.02287631e-11,0.359269142
0.16767,30.0000008,90.0000025,3.6811925e-11,0.359268606
0.16767,30.0000008,105,5.27958927e-11,0.359269142
0.16767,30.0000008,120.000003,6.76224909e-11,0.359270155
0.16767,30.0000008,135,7.89538712e-11,0.359270632
0.16767,30.0000008,149.999997,8.07338224e-11,0.359270155
0.16767,30.0000008,164.999994,6.7252641e-11,0.359269142
0.16767,30.0000008,180.000005,4.31668173e-11,0.359268606
0.16767,30.0000008,195.000002,2.044649e-11,0.359269142
0.16767,30.0000008,209.999999,5.84966017e-12,0.359270155
0.16767,30.0000008,224.999996,1.35481483e-13,0.359270632
0.16767,30.0000008,240.000007,3.18008532e-12,0.359270155
0.16767,30.0000008,255.000004,1.53608792e-11,0.359269142
0.16767,30.0000008,270.000001,3.68014681e-11,0.359268606
0.16767,30.0000008,284.999998,6.15873949e-11,0.359269142
0.16767,30.0000008,299.999995,7.75443251e-11,0.359270155
0.16767,30.0000008,314.999992,7.89509499e-11,0.359270632
0.16767,30.0000008,329.999989,7.05745185e-11,0.359270155
0.16767,30.0000008,345.000013,5.79928015e-11,0.359269142
0.16767,30.0000008,360.00001,4.31176692e-11,0.359268606
0.16767,45.0000013,0,1.60602295e-10,0.732615471
0.16767,45.0000013,15.0000004,1.00937717e-10,0.732617855
0.16767,45.0000013,30.0000008,3.5874529e-11,0.732622802
0.16767,45.0000013,45.0000013,5.05556968e-13,0.732625186
0.16767,45.0000013,60.0000017,2.26233251e-11,0.732622802
0.16767,45.0000013,74.9999987,7.9017265e-11,0.732617855
0.16767,45.0000013,90.0000025,1.37086301e-10,0.732615471
0.16767,45.0000013,105,1.9181208e-10,0.732617855
0.16767,45.0000013,120.000003,2.45245407e-10,0.732622802
0.16767,45.0000013,135,2.90930668e-10,0.732625186
0.16767,45.0000013,149.999997,3.03686548e-10,0.732622802
0.16767,45.0000013,164.999994,2.54417154e-10,0.732617855
0.16767,45.0000013,180.000005,1.60731678e-10,0.732615471
0.16767,45.0000013,195.000002,7.43852618e-11,0.732617855
0.16767,45.0000013,209.999999,2.10050571e-11,0.732622802
0.16767,45.0000013,224.999996,5.22314884e-13,0.732625186
0.16767,45.0000013,240.000007,1.16851806e-11,0.732622802
0.16767,45.0000013,255.000004,5.59088262e-11,0.732617855
0.16767,45.0000013,270.000001,1.37058767e-10,0.732615471
0.16767,45.0000013,284.999998,2.33400688e-10,0.732617855
0.16767,45.0000013,299.999995,2.92071894e-10,0.732622802
0.16767,45.0000013,314.999992,2.9084285e-10,0.732625186
0.16767,45.0000013,329.999989,2.55638372e-10,0.732622802
0.16767,45.0000013,345.000013,2.10625475e-10,0.732617855
0.16767,45.0000013,360.00001,1.60602295e-10,0.732615471
0.16767,60.0000017,0,3.36100925e-10,1.11999035
0.16767,60.0000017,15.0000004,2.10694642e-10,1.11999691
0.16767,60.0000017,30.0000008,7.45635428e-11,1.1200099
0.16767,60.0000017,45.0000013,1.10443078e-12,1.12001634
0.16767,60.0000017,60.0000017,4.68017257e-11,1.1200099
0.16767,60.0000017,74.9999987,1.64688388e-10,1.11999691
0.16767,60.0000017,90.0000025,2.86861201e-10,1.11999035
0.16767,60.0000017,105,4.00638189e-10,1.11999691
0.16767,60.0000017,120.000003,5.10208154e-10,1.1200099
0.16767,60.0000017,135,6.02490613e-10,1.12001634
0.16767,60.0000017,149.999997,6.26909802e-10,1.1200099
0.16767,60.0000017,164.999994,5.26751809e-10,1.11999691
0.16767,60.0000017,180.000005,3.36322026e-10,1.11999035
0.16767,60.0000017,195.000002,1.57518484e-10,1.11999691
0.16767,60.0000017,209.999999,4.46881351e-11,1.1200099
0.16767,60.0000017,224.999996,1.13552169e-12,1.12001634
0.16767,60.0000017,240.000007,2.49210912e-11,1.1200099
0.16767,60.0000017,255.000004,1.18531254e-10,1.11999691
0.16767,60.0000017,270.000001,2.86814211e-10,1.11999035
0.16767,60.0000017,284.999998,4.8329124e-10,1.11999691
0.16767,60.0000017,299.999995,6.03091355e-10,1.1200099
0.16767,60.0000017,314.999992,6.0217803e-10,1.12001634
0.16767,60.0000017,329.999989,5.31378441e-10,1.1200099
0.16767,60.0000017,345.000013,4.39623893e-10,1.11999691
0.16767,60.0000017,360.00001,3.36100925e-10,1.11999035
0.16767,74.9999987,0,4.92919594e-10,1.41242373
0.16767,74.9999987,15.0000004,2.92486896e-10,1.41243505
0.16767,74.9999987,30.0000008,9.89738222e-11,1.41245747
0.16767,74.9999987,45.0000013,1.67297816e-12,1.41246867
0.16767,74.9999987,60.0000017,5.91948504e-11,1.41245747
0.16767,74.9999987,74.9999987,2.26037022e-10,1.41243505
0.16767,74.9999987,90.0000025,4.20687624e-10,1.41242373
0.16767,74.9999987,105,6.04613082e-10,1.41243505
0.16767,74.9999987,120.000003,7.65389307e-10,1.41245747
0.16767,74.9999987,135,8.77006745e-10,1.41246867
0.16767,74.9999987,149.999997,8.83908113e-10,1.41245747
0.16767,74.9999987,164.999994,7.41928241e-10,1.41243505
0.16767,74.9999987,180.000005,4.93210306e-10,1.41242373
0.16767,74.9999987,195.000002,2.4415106e-10,1.41243505
0.16767,74.9999987,209.999999,7.1725563e-11,1.41245747
0.16767,74.9999987,224.999996,1.71358652e-12,1.41246867
0.16767,74.9999987,240.000007,3.9349711e-11,1.41245747
0.16767,74.9999987,255.000004,1.84172913e-10,1.41243505
0.16767,74.9999987,270.000001,4.20625756e-10,1.41242373
0.16767,74.9999987,284.999998,6.79237722e-10,1.41243505
0.16767,74.9999987,299.999995,8.49067316e-10,1.41245747
0.16767,74.9999987,314.999992,8.76374751e-10,1.41246867
0.16767,74.9999987,329.999989,7.97225452e-10,1.41245747
0.16767,74.9999987,345.000013,6.62869981e-10,1.41243505
0.16767,74.9999987,360.00001,4.92919594e-10,1.41242373
0.16767,90.0000025,0,5.5512217e-10,1.52132618
0.16767,90.0000025,15.0000004,3.01142028e-10,1.52133965
0.16767,90.0000025,30.0000008,9.52765228e-11,1.5213666
0.16767,90.0000025,45.0000013,1.91004547e-12,1.52137995
0.16767,90.0000025,60.0000017,5.23715689e-11,1.5213666
0.16767,90.0000025,74.9999987,2.28519578e-10,1.52133954
0.16767,90.0000025,90.0000025,4.73769135e-10,1.5213263
0.16767,90.0000025,105,7.19312776e-10,1.52133954
0.16767,90.0000025,120.000003,9.04149755e-10,1.5213666
0.16767,90.0000025,135,9.8506947e-10,1.52137995
0.16767,90.0000025,149.999997,9.43338074e-10,1.5213666
0.16767,90.0000025,164.999994,7.88324017e-10,1.52133965
0.16767,90.0000025,180.000005,5.55438473e-10,1.52132618
0.16767,90.0000025,195.000002,3.01165287e-10,1.52133965
0.16767,90.0000025,209.999999,9.52102147e-11,1.5213666
0.16767,90.0000025,224.999996,1.94890068e-12,1.52137995
0.16767,90.0000025,240.000007,5.25411555e-11,1.5213666
0.16767,90.0000025,255.000004,2.28669292e-10,1.52133954
0.16767,90.0000025,270.000001,4.737018e-10,1.5213263
0.16767,90.0000025,284.999998,7.18913651e-10,1.52133954
0.16767,90.0000025,299.999995,9.03433994e-10,1.5213666
0.16767,90.0000025,314.999992,9.84166637e-10,1.52137995
0.16767,90.0000025,329.999989,9.42450562e-10,1.5213666
0.16767,90.0000025,345.000013,7.87661325e-10,1.52133965
0.16767,90.0000025,360.00001,5.5512217e-10,1.52132618
0.16767,105,0,4.92919594e-10,1.41242373
0.16767,105,15.0000004,2.45247683e-10,1.41243505
0.16767,105,30.0000008,7.35985509e-11,1.41245747
0.16767,105,45.0000013,1.68242297e-12,1.41246867
0.16767,105,60.0000017,3.74726569e-11,1.41245747
0.16767,105,74.9999987,1.8300407e-10,1.41243505
0.16767,105,90.0000025,4.20687679e-10,1.41242373
0.16767,105,105,6.78835654e-10,1.41243505
0.16767,105,120.000003,8.48260795e-10,1.41245747
0.16767,105,135,8.77178885e-10,1.41246867
0.16767,105,149.999997,7.99541877e-10,1.41245747
0.16767,105,164.999994,6.64300892e-10,1.41243505
0.16767,105,180.000005,4.93210417e-10,1.41242373
0.16767,105,195.000002,2.93650743e-10,1.41243505
0.16767,105,209.999999,1.0074705e-10,1.41245747
0.16767,105,224.999996,1.7092393e-12,1.41246867
0.16767,105,240.000007,5.76028704e-11,1.41245747
0.16767,105,255.000004,2.2511927e-10,1.41243505
0.16767,105,270.000001,4.20625756e-10,1.41242373
0.16767,105,284.999998,6.0350569e-10,1.41243505
0.16767,105,299.999995,7.63315078e-10,1.41245747
0.16767,105,314.999992,8.76207218e-10,1.41246867
0.16767,105,329.999989,8.84643914e-10,1.41245747
0.16767,105,345.000013,7.42171935e-10,1.41243505
0.16767,105,360.00001,4.92919594e-10,1.41242373
0.16767,120.000003,0,3.36100869e-10,1.11999035
0.16767,120.000003,15.0000004,1.58620714e-10,1.11999691
0.16767,120.000003,30.0000008,4.65453093e-11,1.12000966
0.16767,120.000003,45.0000013,1.11720919e-12,1.12001622
0.16767,120.000003,60.0000017,2.30710138e-11,1.12000966
0.16767,120.000003,74.9999987,1.17378648e-10,1.11999691
0.16767,120.000003,90.0000025,2.86861201e-10,1.11999035
0.16767,120.000003,105,4.82806961e-10,1.11999691
0.16767,120.000003,120.000003,6.02117856e-10,1.12000966
0.16767,120.000003,135,6.02729311e-10,1.12001622
0.16767,120.000003,149.999997,5.33396383e-10,1.12000966
0.16767,120.000003,164.999994,4.40829734e-10,1.11999691
0.16767,120.000003,180.000005,3.36322026e-10,1.11999035
0.16767,120.000003,195.000002,2.11896584e-10,1.11999691
0.16767,120.000003,209.999999,7.63881944e-11,1.12000966
0.16767,120.000003,224.999996,1.12933642e-12,1.12001622
0.16767,120.000003,240.000007,4.51152379e-11,1.12000966
0.16767,120.000003,255.000004,1.63677641e-10,1.11999691
0.16767,120.000003,270.000001,2.86814128e-10,1.11999035
0.16767,120.000003,284.999998,3.9967793e-10,1.11999691
0.16767,120.000003,299.999995,5.08375064e-10,1.12000966
0.16767,120.000003,314.999992,6.01944661e-10,1.12001622
0.16767,120.000003,329.999989,6.27835783e-10,1.12000966
0.16767,120.000003,345.000013,5.2712007e-10,1.11999691
0.16767,120.000003,360.00001,3.36100869e-10,1.11999035
0.16767,135,0,1.60602254e-10,0.732615471
0.16767,135,15.0000004,7.48489742e-11,0.732617855
0.16767,135,30.0000008,2.17948923e-11,0.732622802
0.16767,135,45.0000013,5.14924366e-13,0.732625186
0.16767,135,60.0000017,1.08833784e-11,0.732622802
0.16767,135,74.9999987,5.53960246e-11,0.732617855
0.16767,135,90.0000025,1.37086273e-10,0.732615471
0.16767,135,105,2.33249781e-10,0.732617855
0.16767,135,120.000003,2.91732194e-10,0.732622802
0.16767,135,135,2.91112884e-10,0.732625186
0.16767,135,149.999997,2.56477561e-10,0.732622802
0.16767,135,164.999994,2.1112663e-10,0.732617855
0.16767,135,180.000005,1.60731706e-10,0.732615471
0.16767,135,195.000002,1.01495722e-10,0.732617855
0.16767,135,209.999999,3.66767033e-11,0.732622802
0.16767,135,224.999996,5.17379054e-13,0.732625186
0.16767,135,240.000007,2.18776299e-11,0.732622802
0.16767,135,255.000004,7.85497639e-11,0.732617855
0.16767,135,270.000001,1.37058739e-10,0.732615471
0.16767,135,284.999998,1.91433008e-10,0.732617855
0.16767,135,299.999995,2.44492648e-10,0.732622802
0.16767,135,314.999992,2.90663965e-10,0.732625186
0.16767,135,329.999989,3.03979009e-10,0.732622802
0.16767,135,345.000013,2.54480437e-10,0.732617855
0.16767,135,360.00001,1.60602254e-10,0.732615471
0.16767,149.999997,0,4.31176796e-11,0.359268665
0.16767,149.999997,15.0000004,2.05165607e-11,0.359269142
0.16767,149.999997,30.0000008,5.97947299e-12,0.359270185
0.16767,149.999997,45.0000013,1.33695897e-13,0.359270692
0.16767,149.999997,60.0000017,3.04169689e-12,0.359270185
0.16767,149.999997,74.9999987,1.526714e-11,0.359269142
0.16767,149.999997,90.0000025,3.6811932e-11,0.359268665
0.16767,149.999997,105,6.15973383e-11,0.359269142
0.16767,149.999997,120.000003,7.7538663e-11,0.359270185
0.16767,149.999997,135,7.90317117e-11,0.359270692
0.16767,149.999997,149.999997,7.07273962e-11,0.359270185
0.16767,149.999997,164.999994,5.80904248e-11,0.359269142
0.16767,149.999997,180.000005,4.31668347e-11,0.359268665
0.16767,149.999997,195.000002,2.61195857e-11,0.359269142
0.16767,149.999997,209.999999,9.09558279e-12,0.359270185
0.16767,149.999997,224.999996,1.33240939e-13,0.359270692
0.16767,149.999997,240.000007,5.35221346e-12,0.359270185
0.16767,149.999997,255.000004,2.01385367e-11,0.359269142
0.16767,149.999997,270.000001,3.6801482e-11,0.359268665
0.16767,149.999997,284.999998,5.27392123e-11,0.359269142
0.16767,149.999997,299.999995,6.74967235e-11,0.359270185
0.16767,149.999997,314.999992,7.88740531e-11,0.359270692
0.16767,149.999997,329.999989,8.07159409e-11,0.359270185
0.16767,149.999997,345.000013,6.72039577e-11,0.359269142
0.16767,149.999997,360.00001,4.31176796e-11,0.359268665
0.16767,164.999994,0,3.25817693e-12,0.094882898
0.16767,164.999994,15.0000004,1.62208463e-12,0.0948829204
0.16767,164.999994,30.0000008,4.82385128e-13,0.09488298
0.16767,164.999994,45.0000013,9.98535632e-15,0.0948830098
0.16767,164.999994,60.0000017,2.52194316e-13,0.09488298
0.16767,164.999994,74.9999987,1.21692511e-12,0.0948829204
0.16767,164.999994,90.0000025,2.78354293e-12,0.094882898
0.16767,164.999994,105,4.50592775e-12,0.0948829204
0.16767,164.999994,120.000003,5.71504606e-12,0.09488298
0.16767,164.999994,135,6.0276107e-12,0.0948830098
0.16767,164.999994,149.999997,5.54791152e-12,0.09488298
0.16767,164.999994,164.999994,4.55616361e-12,0.0948829204
0.16767,164.999994,180.000005,3.26535587e-12,0.094882898
0.16767,164.999994,195.000002,1.84953181e-12,0.0948829204
0.16767,164.999994,209.999999,6.0731048e-13,0.09488298
0.16767,164.999994,224.999996,9.79313066e-15,0.0948830098
0.16767,164.999994,240.000007,3.46881107e-13,0.09488298
0.16767,164.999994,255.000004,1.41545001e-12,0.0948829204
0.16767,164.999994,270.000001,2.78201529e-12,0.094882898
0.16767,164.999994,284.999998,4.14030268e-12,0.0948829204
0.16767,164.999994,299.999995,5.29550622e-12,0.09488298
0.16767,164.999994,314.999992,6.00649088e-12,0.0948830098
0.16767,164.999994,329.999989,5.93954053e-12,0.09488298
0.16767,164.999994,345.000013,4.91559831e-12,0.0948829204
0.16767,164.999994,360.00001,3.25817693e-12,0.094882898
0.16767,180.000005,0,8.57563716e-30,1.0767615e-14
0.16767,180.000005,15.0000004,1.00465413e-29,1.0767615e-14
0.16767,180.000005,30.0000008,1.21227435e-29,1.0767615e-14
0.16767,180.000005,45.0000013,1.24241161e-29,1.0767615e-14
0.16767,180.000005,60.0000017,1.25544738e-29,1.0767615e-14
0.16767,180.000005,74.9999987,1.11459968e-29,1.0767615e-14
0.16767,180.000005,90.0000025,9.50274899e-30,1.0767615e-14
0.16767,180.000005,105,7.24162674e-30,1.0767615e-14
0.16767,180.000005,120.000003,7.03957412e-30,1.0767615e-14
0.16767,180.000005,135,6.31426966e-30,1.0767615e-14
0.16767,180.000005,149.999997,6.35958543e-30,1.0767615e-14
0.16767,180.000005,164.999994,6.36418811e-30,1.0767615e-14
0.16767,180.000005,180.000005,8.01428802e-30,1.0767615e-14
0.16767,180.000005,195.000002,1.08441095e-29,1.0767615e-14
0.16767,180.000005,209.999999,1.12588164e-29,1.0767615e-14
0.16767,180.000005,224.999996,1.26627411e-29,1.0767615e-14
0.16767,180.000005,240.000007,1.19539869e-29,1.0767615e-14
0.16767,180.000005,255.000004,1.10200553e-29,1.0767615e-14
0.16767,180.000005,270.000001,8.96616836e-30,1.0767615e-14
0.16767,180.000005,284.999998,7.27436078e-30,1.0767615e-14
0.16767,180.000005,299.999995,6.6233626e-30,1.0767615e-14
0.16767,180.000005,314.999992,6.41351523e-30,1.0767615e-14
0.16767,180.000005,329.999989,6.25777935e-30,1.0767615e-14
0.16767,180.000005,345.000013,7.48199183e-30,1.0767615e-14
0.16767,180.000005,360.00001,8.57563716e-30,1.0767615e-14
0.18334,0,0,1.87670003e-34,1.0385383e-36
0.18334,0,15.0000004,5.49665635e-35,1.2195596e-35
0.18334,0,30.0000008,2.30061532e-34,3.56237265e-35
0.18334,0,45.0000013,8.98145814e-35,1.1458704e-34
0.18334,0,60.0000017,3.47339984e-35,8.87688564e-35
0.18334,0,74.9999987,3.01147102e-35,1.8942987e-34
0.18334,0,90.0000025,4.21227538e-36,1.16694777e-35
0.18334,0,105,2.82260806e-34,4.94488631e-35
0.18334,0,120.000003,1.61902341e-34,1.18809409e-33
0.18334,0,135,1.33037822e-33,7.32709506e-35
0.18334,0,149.999997,2.77830558e-35,5.15397564e-34
0.18334,0,164.999994,2.27474522e-33,1.10523101e-34
0.18334,0,180.000005,6.80500521e-34,1.3666833e-36
0.18334,0,195.000002,6.10061766e-36,6.97912821e-36
0.18334,0,209.999999,9.38075199e-35,1.02589634e-35
0.18334,0,224.999996,9.10096942e-35,2.12852479e-34
0.18334,0,240.000007,1.69288107e-34,5.0348673e-35
0.18334,0,255.000004,2.87340238e-35,1.99495913e-35
0.18334,0,270.000001,3.06396757e-36,4.33338737e-34
0.18334,0,284.999998,2.0677639e-34,2.05848209e-34
0.18334,0,299.999995,2.23437668e-34,2.53219804e-34
0.18334,0,314.999992,2.79329342e-35,9.3777088e-35
0.18334,0,329.999989,1.4170387e-34,1.59641535e-34
0.18334,0,345.000013,8.29841614e-34,9.39618466e-36
0.18334,0,360.00001,1.87670003e-34,1.0385383e-36
0.18334,15.0000004,0,3.85722487e-12,0.0941526219
0.18334,15.0000004,15.0000004,2.51025806e-12,0.0941526443
0.18334,15.0000004,30.0000008,8.45207476e-13,0.0941526815
0.18334,15.0000004,45.0000013,4.69122951e-16,0.0941527039
0.18334,15.0000004,60.0000017,8.00831027e-13,0.0941526815
0.18334,15.0000004,74.9999987,2.43663206e-12,0.0941526443
0.18334,15.0000004,90.0000025,3.77582297e-12,0.0941526219
0.18334,15.0000004,105,4.81501557e-12,0.0941526443
0.18334,15.0000004,120.000003,6.10994848e-12,0.0941526815
0.18334,15.0000004,135,7.60464781e-12,0.0941527039
0.18334,15.0000004,149.999997,8.16874086e-12,0.0941526815
0.18334,15.0000004,164.999994,6.69765242e-12,0.0941526443
0.18334,15.0000004,180.000005,3.85954289e-12,0.0941526219
0.18334,15.0000004,195.000002,1.45978802e-12,0.0941526443
0.18334,15.0000004,209.999999,2.96753399e-13,0.0941526815
0.18334,15.0000004,224.999996,5.10978555e-16,0.0941527039
0.18334,15.0000004,240.000007,2.65662411e-13,0.0941526815
0.18334,15.0000004,255.000004,1.39396654e-12,0.0941526443
0.18334,15.0000004,270.000001,3.7705377e-12,0.0941526219
0.18334,15.0000004,284.999998,6.61725449e-12,0.0941526443
0.18334,15.0000004,299.999995,8.12783174e-12,0.0941526815
0.18334,15.0000004,314.999992,7.612363e-12,0.0941527039
0.18334,15.0000004,329.999989,6.15641435e-12,0.0941526815
0.18334,15.0000004,345.000013,4.88595666e-12,0.0941526443
0.18334,15.0000004,360.00001,3.85722487e-12,0.0941526219
0.18334,30.0000008,0,5.05067134e-11,0.357737988
0.18334,30.0000008,15.0000004,4.01683964e-11,0.357738405
0.18334,30.0000008,30.0000008,1.54751403e-11,0.35773924
0.18334,30.0000008,45.0000013,8.5383081e-15,0.357739568
0.18334,30.0000008,60.0000017,1.47942995e-11,0.35773924
0.18334,30.0000008,74.9999987,3.90821368e-11,0.357738405
0.18334,30.0000008,90.0000025,4.94170226e-11,0.357738048
0.18334,30.0000008,105,5.39316057e-11,0.357738405
0.18334,30.0000008,120.000003,6.94417926e-11,0.35773924
0.18334,30.0000008,135,9.88181967e-11,0.357739568
0.18334,30.0000008,149.999997,1.18809476e-10,0.35773924
0.18334,30.0000008,164.999994,9.87652529e-11,0.357738405
0.18334,30.0000008,180.000005,5.05224196e-11,0.357737988
0.18334,30.0000008,195.000002,1.44817535e-11,0.357738405
0.18334,30.0000008,209.999999,2.01615937e-12,0.35773924
0.18334,30.0000008,224.999996,7.94793715e-15,0.357739568
0.18334,30.0000008,240.000007,1.82110447e-12,0.35773924
0.18334,30.0000008,255.000004,1.38123922e-11,0.357738405
0.18334,30.0000008,270.000001,4.93812109e-11,0.357738048
0.18334,30.0000008,284.999998,9.7642866e-11,0.357738405
0.18334,30.0000008,299.999995,1.18208235e-10,0.35773924
0.18334,30.0000008,314.999992,9.88259682e-11,0.357739568
0.18334,30.0000008,329.999989,6.98984273e-11,0.35773924
0.18334,30.0000008,345.000013,5.47461243e-11,0.357738405
0.18334,30.0000008,360.00001,5.05067134e-11,0.357737988
0.18334,45.0000013,0,1.85421734e-10,0.732819557
0.18334,45.0000013,15.0000004,1.6470271e-10,0.732821524
0.18334,45.0000013,30.0000008,6.76813744e-11,0.732825518
0.18334,45.0000013,45.0000013,4.52476733e-14,0.732827544
0.18334,45.0000013,60.0000017,6.5113151e-11,0.732825518
0.18334,45.0000013,74.9999987,1.60560315e-10,0.732821524
0.18334,45.0000013,90.0000025,1.81393706e-10,0.732819557
0.18334,45.0000013,105,1.79157258e-10,0.732821524
0.18334,45.0000013,120.000003,2.32326089e-10,0.732825518
0.18334,45.0000013,135,3.59044294e-10,0.732827544
0.18334,45.0000013,149.999997,4.60422728e-10,0.732825518
0.18334,45.0000013,164.999994,3.86251447e-10,0.732821524
0.18334,45.0000013,180.000005,1.85462479e-10,0.732819557
0.18334,45.0000013,195.000002,4.47077722e-11,0.732821524
0.18334,45.0000013,209.999999,4.64312052e-12,0.732825518
0.18334,45.0000013,224.999996,4.0405457e-14,0.732827544
0.18334,45.0000013,240.000007,4.43333911e-12,0.732825518
0.18334,45.0000013,255.000004,4.26825172e-11,0.732821524
0.18334,45.0000013,270.000001,1.8130078e-10,0.732819557
0.18334,45.0000013,284.999998,3.81998766e-10,0.732821524
0.18334,45.0000013,299.999995,4.58148991e-10,0.732825518
0.18334,45.0000013,314.999992,3.58899827e-10,0.732827544
0.18334,45.0000013,329.999989,2.33620873e-10,0.732825518
0.18334,45.0000013,345.000013,1.8185807e-10,0.732821524
0.18334,45.0000013,360.00001,1.85421734e-10,0.732819557
0.18334,60.0000017,0,3.82308712e-10,1.12518835
0.18334,60.0000017,15.0000004,3.32879807e-10,1.12519383
0.18334,60.0000017,30.0000008,1.35105788e-10,1.12520492
0.18334,60.0000017,45.0000013,1.24207678e-13,1.12521052
0.18334,60.0000017,60.0000017,1.30070316e-10,1.12520492
0.18334,60.0000017,74.9999987,3.2449643e-10,1.12519383
0.18334,60.0000017,90.0000025,3.73978459e-10,1.12518835
0.18334,60.0000017,105,3.7519024e-10,1.12519383
0.18334,60.0000017,120.000003,4.8342369e-10,1.12520492
0.18334,60.0000017,135,7.32923611e-10,1.12521052
0.18334,60.0000017,149.999997,9.28166211e-10,1.12520492
0.18334,60.0000017,164.999994,7.79823595e-10,1.12519383
0.18334,60.0000017,180.000005,3.82377241e-10,1.12518835
0.18334,60.0000017,195.000002,9.71287634e-11,1.12519383
0.18334,60.0000017,209.999999,1.08982684e-11,1.12520492
0.18334,60.0000017,224.999996,1.0996446e-13,1.12521052
0.18334,60.0000017,240.000007,1.05236757e-11,1.12520492
0.18334,60.0000017,255.000004,9.30188357e-11,1.12519383
0.18334,60.0000017,270.000001,3.73822001e-10,1.12518835
0.18334,60.0000017,284.999998,7.71015696e-10,1.12519383
0.18334,60.0000017,299.999995,9.23345567e-10,1.12520492
0.18334,60.0000017,314.999992,7.32375272e-10,1.12521052
0.18334,60.0000017,329.999989,4.85837204e-10,1.12520492
0.18334,60.0000017,345.000013,3.8068812e-10,1.12519383
0.18334,60.0000017,360.00001,3.82308712e-10,1.12518835
0.18334,74.9999987,0,5.54438273e-10,1.42333293
0.18334,74.9999987,15.0000004,4.021809e-10,1.42334282
0.18334,74.9999987,30.0000008,1.45691487e-10,1.42336202
0.18334,74.9999987,45.0000013,2.15955251e-13,1.42337191
0.18334,74.9999987,60.0000017,1.39061943e-10,1.42336202
0.18334,74.9999987,74.9999987,3.90800781e-10,1.42334282
0.18334,74.9999987,90.0000025,5.42340728e-10,1.42333293
0.18334,74.9999987,105,6.33791297e-10,1.42334282
0.18334,74.9999987,120.000003,8.0018886e-10,1.42336202
0.18334,74.9999987,135,1.05547349e-09,1.42337191
0.18334,74.9999987,149.999997,1.19950283e-09,1.42336202
0.18334,74.9999987,164.999994,9.99401673e-10,1.42334282
0.18334,74.9999987,180.000005,5.54527424e-10,1.42333293
0.18334,74.9999987,195.000002,1.9053123e-10,1.42334282
0.18334,74.9999987,209.999999,3.38664513e-11,1.42336202
0.18334,74.9999987,224.999996,1.90903906e-13,1.42337191
0.18334,74.9999987,240.000007,3.15942272e-11,1.42336202
0.18334,74.9999987,255.000004,1.83188603e-10,1.42334282
0.18334,74.9999987,270.000001,5.42137168e-10,1.42333293
0.18334,74.9999987,284.999998,9.86919546e-10,1.42334282
0.18334,74.9999987,299.999995,1.19212196e-09,1.42336202
0.18334,74.9999987,314.999992,1.05439668e-09,1.42337191
0.18334,74.9999987,329.999989,8.04368072e-10,1.42336202
0.18334,74.9999987,345.000013,6.42677744e-10,1.42334282
0.18334,74.9999987,360.00001,5.54438273e-10,1.42333293
0.18334,90.0000025,0,6.21803997e-10,1.53475738
0.18334,90.0000025,15.0000004,3.21813826e-10,1.53476918
0.18334,90.0000025,30.0000008,9.00775149e-11,1.53479266
0.18334,90.0000025,45.0000013,2.59658777e-13,1.53480434
0.18334,90.0000025,60.0000017,8.34732908e-11,1.53479266
0.18334,90.0000025,74.9999987,3.10248466e-10,1.53476918
0.18334,90.0000025,90.0000025,6.08231077e-10,1.53475761
0.18334,90.0000025,105,8.95731267e-10,1.53476918
0.18334,90.0000025,120.000003,1.10289999e-09,1.53479266
0.18334,90.0000025,135,1.18082311e-09,1.53480434
0.18334,90.0000025,149.999997,1.11043874e-09,1.53479266
0.18334,90.0000025,164.999994,9.08242093e-10,1.53476918
0.18334,90.0000025,180.000005,6.21900531e-10,1.53475738
0.18334,90.0000025,195.000002,3.21496968e-10,1.53476918
0.18334,90.0000025,209.999999,8.97401459e-11,1.53479266
0.18334,90.0000025,224.999996,2.29001876e-13,1.53480434
0.18334,90.0000025,240.000007,8.37408615e-11,1.53479266
0.18334,90.0000025,255.000004,3.10471371e-10,1.53476918
0.18334,90.0000025,270.000001,6.08010586e-10,1.53475761
0.18334,90.0000025,284.999998,8.94896379e-10,1.53476918
0.18334,90.0000025,299.999995,1.10158449e-09,1.53479266
0.18334,90.0000025,314.999992,1.17936305e-09,1.53480434
0.18334,90.0000025,329.999989,1.10921394e-09,1.53479266
0.18334,90.0000025,345.000013,9.0753971e-10,1.53476918
0.18334,90.0000025,360.00001,6.21803997e-10,1.53475738
0.18334,105,0,5.54438273e-10,1.42333293
0.18334,105,15.0000004,1.91548347e-10,1.42334282
0.18334,105,30.0000008,3.53564053e-11,1.42336202
0.18334,105,45.0000013,2.21928758e-13,1.42337191
0.18334,105,60.0000017,3.01889208e-11,1.42336202
0.18334,105,74.9999987,1.82271809e-10,1.42334282
0.18334,105,90.0000025,5.42340728e-10,1.42333293
0.18334,105,105,9.87195881e-10,1.42334282
0.18334,105,120.000003,1.19237209e-09,1.42336202
0.18334,105,135,1.05567988e-09,1.42337191
